Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;memoryslot;cam1modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;net3g;net4g;speed;bodyother;displayprotection;os;chipset;cpu;gpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;nfc;price;sar-us;sar-eu;build;memoryother;optionalother;cam2features;models;net5g;tbench;batlife;batmusicplayback1
https://www.gsmarena.com/sagem_my_v_55-821.php;https://fdn2.gsmarena.com/vv/bigpic/samyv55.gif;Sagem MY V-55;Released 2004, Q2;97g, 19mm thickness;Feature phone;4MB storage, no card slot;12;N/A;273,550 hits;;128x160 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q2;Discontinued;106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in);97 g (3.42 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;Animated screensaversColor backgroundsDownloadable logos;No;VGA;No;No;No;No;;;Predictive text inputOrganizerVoice dial/memoExchangeable cover;Removable Li-Ion 920 mAh battery;Up to 375 h;Up to 4 h 45 min;;;;;;;;;;;4MB;;No;No;;;;;;;;;;;;;;
https://www.gsmarena.com/sagem_my_x5_2-727.php;https://fdn2.gsmarena.com/vv/bigpic/samyx52.gif;Sagem MY X5-2;Released 2004, Q1;97g, 19mm thickness;Feature phone;4MB storage, no card slot;12;N/A;359,224 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q1;Discontinued;106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in);97 g (3.42 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;Screensavers and wallpapersDownloadable logos;No;VGA;No;No;No;No;Proprietary;;Predictive text inputOrganizerPhoto editorVoice memo;Removable Li-Ion battery;Up to 300 h;Up to 5 h;;;;;;;;;;;4MB;;No;No;;;;;;;;;;;;;;
https://www.gsmarena.com/sendo_x2-1065.php;https://fdn2.gsmarena.com/vv/bigpic/sex2.gif;Sendo X2;Cancelled;95 g;Symbian, Series 60 UI;32MB storage, miniSD slot;11;N/A;236,681 hits;"2.2""";176x220 pixels; ;TI OMAP 5910;720 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2005, Q1;Cancelled;85 cc;95 g (3.35 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 35 x 44 mm, 15.2 cm;176 x 220 pixels (~128 ppi density);;miniSD;1.3 MP;No;Yes;No;No;Proprietary;;Photo editorAAC/MP3 playerSyncML;Removable Li-Ion battery;;;;;;;;;Symbian, Series 60 UI;TI OMAP 5910;120 MHz ARM925T;;32MB;;Yes;No;;;;;;;;;;;;;;
https://www.gsmarena.com/sendo_s1-1066.php;https://fdn2.gsmarena.com/vv/bigpic/ses1.gif;Sendo S1;Cancelled;83 g;Feature phone;No card slot;9;N/A;75,678 hits;;96x64 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;Yes;No;2005, Q1;Cancelled;;83 g (2.93 oz);Mini-SIM;;;96 x 64 pixels, 3:2 ratio;Downloadable wallpapers and animated screensavers;No;No;No;No;No;No;;;Predictive text inputExchangeable covers;Removable Li-Ion battery;Up to 425 h;Up to 7 h;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_aquos_zero_2-10259.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-zero2.jpg;Sharp Aquos Zero 2;Released 2020, May 22;141g, 8.8mm thickness;Android 10;256GB storage, no card slot;38;1.5%;202,286 hits;"6.4""";1080x2340 pixels;8 GB RAM;Snapdragon 855;3130 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2020, May 22;Available. Released 2020, May 22;158 x 74 x 8.8 mm (6.22 x 2.91 x 0.35 in);141 g (4.97 oz);Nano-SIM;OLED, 1B colors, 240Hz, HDR10;6.4 inches, 100.5 cm(~86.0% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density);Dolby Vision;No;"12.2 MP, f/1.7, (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS20 MP, f/2.4, 125˚ (ultrawide), AF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE, aptX HD, aptX Adaptive;Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;Li-Ion 3130 mAh, non-removable;;;Blue;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 17, 18, 19, 20, 28, 38, 39, 41 - Taiwan;HSPA 42.2/5.76 Mbps, LTE-A;IP68 dust/water resistant (up to 1.5m for 30 mins);Corning Gorilla Glass 6;Android 10;Qualcomm SM8150 Snapdragon 855 (7 nm);Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640;256GB 8GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30fps, gyro-EIS;8 MP, f/2.2, 23mm (wide);1080p@30fps, gyro-EIS;Yes;About 670 EUR;;;;UFS 3.0;24-bit/192kHz audio;HDR;;;;;
https://www.gsmarena.com/sharp_aquos_v-9962.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-v.jpg;Sharp Aquos V;Released 2019, November;173g, 9mm thickness;Android 9.0;64GB storage, microSDXC;16;0.6%;191,976 hits;"5.9""";1080x2160 pixels;4 GB RAM;Snapdragon 835;3090 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2019, November;Available. Released 2019, November;157 x 76 x 9 mm (6.18 x 2.99 x 0.35 in);173 g (6.10 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.9 inches, 89.8 cm(~75.3% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~409 ppi density);;microSDXC (uses shared SIM slot);13 MP, f/2.0, PDAF, OIS13 MP B/W;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO, QZSS;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Ion 3090 mAh, non-removable;;;Black;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 13, 20, 38, 40;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat9 450/50 Mbps;;Corning Gorilla Glass 5;Android 9.0 (Pie);Qualcomm MSM8998 Snapdragon 835 (10 nm);Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo);Adreno 540;64GB 4GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS);8 MP, f/2.0;1080p@30fps (gyro-EIS);No;About 210 EUR;;;;;;HDR;;;;;
https://www.gsmarena.com/sharp_z2-8410.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-z2.jpg;Sharp Z2;Released 2016, October;160g, 8.4mm thickness;Android 6.0;32GB storage, microSDXC;19;0.1%;363,618 hits;"5.5""";1080x1920 pixels;4 GB RAM;Helio X20;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2016, October;Available. Released 2016, October;153 x 76 x 8.4 mm (6.02 x 2.99 x 0.33 in);160 g (5.64 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);LTPS IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;XC (uses shared SIM slot);16 MP, PDAF;Wi-Fi 802.11 a/b/g/n, hotspot;4.1, A2DP, LE;Yes, with A-GPS, GLONASS;FM radio;USB Type-C;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 3000 mAh, non-removable;;;Silver, Gold;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE;;Corning Gorilla Glass (unspecified version);Android 6.0 (Marshmallow);Mediatek MT6797 Helio X20 (20 nm);Deca-core (2x2.3GHz Cortex-A72, 4x2.0GHz Cortex-A53, 4x1.4GHz Cortex-A53);Mali-T880 MP4;32GB 4GB RAM;LED flash, panorama, HDR;1080p@30fps;8 MP;;No;About 330 EUR;;;;;;;FS8002;;;;
https://www.gsmarena.com/sharp_ms1-8409.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-ms1.jpg;Sharp MS1;Released 2016, October;151g, 7.6mm thickness;Android 6.0;64GB storage, microSDXC;10;0.1%;254,520 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2016, October;Available. Released 2016, October;155 x 76.9 x 7.6 mm (6.10 x 3.03 x 0.30 in);151 g (5.33 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);LTPS IPS LCD;5.5 inches, 83.4 cm(~70.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);;XC (uses shared SIM slot);13 MP, AF;Wi-Fi 802.11 a/b/g/n, hotspot;4.1, A2DP, LE;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;;Li-Ion 2600 mAh, non-removable;;;Hanayome White, Pure Pink;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE;;Corning Gorilla Glass (unspecified version);Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;64GB 3GB RAM;LED flash, panorama, HDR;1080p@30fps;13 MP;;No;About 240 EUR;;;;;;;FS8001;;;;
https://www.gsmarena.com/sharp_923sh-2762.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-923sh.jpg;Sharp 923SH;Released 2008 July;132g, 18.6mm thickness;Feature phone;100MB storage, microSDHC slot;9;N/A;160,477 hits;"3.3""";854x480 pixels (Wide-VGA); ;;790 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2008, June. Released 2008 July;Discontinued;113 x 50 x 18.6 mm (4.45 x 1.97 x 0.73 in);132 g (4.66 oz);Mini-SIM;TFT, 16M colors;3.3 inches, 30.0 cm(~53.1% screen-to-body ratio);854 x 480 pixels (Wide-VGA), 16:9 ratio (~297 ppi density);Swivel and rotate displayExternal 0.6 inch display(86 x 16 pixels);HC (dedicated slot);5 MP, AF;No;2.0, A2DP;Yes;No;2.0;Accelerometer, compass;DVB TunerMP3/eAAC+ playerMP4/ASF/3gp playerPredictive text inputOrganizerVoice memoDocument viewer (Word, Excel, PowerPoint, PDF);Removable Li-Ion 790 mAh battery;Up to 310 h (2G) / Up to 310 h (3G);Up to 4 h 20 min (2G) / Up to 3 h 20 min (3G);Black, Blue, Pink, White, Purple;HSDPA 2100;;HSPA 3.6/0.384 Mbps;Optical trackpad;;;;;;100MB;;w480p@30fps;Yes;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_825sh-2761.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-825sh.jpg;Sharp 825SH;Released 2008, July;105g, 14.9mm thickness;Feature phone;50MB storage, microSDHC slot;7;N/A;85,280 hits;"2.8""";240x400 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2008, June. Released 2008, July;Discontinued;102.9 x 48 x 14.9 mm (4.05 x 1.89 x 0.59 in);105 g (3.70 oz);Mini-SIM;TFT, 16M colors;2.8 inches, 22.3 cm(~45.2% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~167 ppi density);Shake control;HC (dedicated slot);2 MP, AF;No;2.0, A2DP;No;No;2.0;Accelerometer;MP3/eAAC+ playerMP4/ASF/3gp playerDigital TV tuner (1seg)Document viewer (Word, Excel, PowerPoint, PDF)Predictive text inputOrganizerQR code readerVoice memo;Removable Li-Ion 680 mAh battery;Up to 290 h (2G) / Up to 240 h (3G);Up to 3 h 50 min (2G) / Up to 3h 10 min (3G);Black, White, Peach Pink, Rose Red, Lime Green, Lemon Yellow;HSDPA 1900;;HSPA;;;;;;;50MB;;320p@15fps;Yes;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_gx40-1466.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-gx40.gif;Sharp GX40;Released 2005, Q2;98g, 22mm thickness;Feature phone;miniSD slot;9;N/A;144,806 hits;;240x320 pixels, 2.0 inch; ;;650 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2005, Q2;Discontinued;93 x 46 x 22 mm (3.66 x 1.81 x 0.87 in);98 g (3.46 oz);Mini-SIM;TFT, 256K colors;;240 x 320 pixels, 2.0 inch, 4:3 ratio;;miniSD;1.3 MP;No;1.1;No;FM radio;Proprietary;;Video playerMP3/AAC/AAC+ playerPredictive text inputOrganizerVoice memo;Removable Li-Ion battery;Up to 290 h;Up to 3 h 50 min;;;;;;;;;;;;;QCIF;No;;;;;;;;;;;;;;
https://www.gsmarena.com/sharp_902-895.php;https://fdn2.gsmarena.com/vv/bigpic/sh902.gif;Sharp 902;Released 2004, Q3;149g, 26mm thickness;Feature phone;26MB storage, SD/MMC slot;12;N/A;633,954 hits;"2.4""";240x320 pixels; ;;870 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q3;Discontinued;102 x 50 x 26 mm (4.02 x 1.97 x 1.02 in);149 g (5.26 oz);Mini-SIM;TFT, 256K colors;2.4 inches, 36 x 48 mm, 17.8 cm(~35.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Second external display 72 x 12 pixels180 degree swiveling display;SD/MMC, up to 1 GB, 32 MB included;2 MP, 2x optical zoom;No;1.1;No;No;miniUSB;;Video streaming and downloadMP3/MP4 playerPredictive text inputOrganizerPhoto editorVoice dial/memo;Removable Li-Ion 870 mAh battery (XN-1BT90);Up to 140 h;Up to 3 h;Mirror White, Titanium Gray, Warm Orange;UMTS 2100;;Yes, 384 kbps;;;;;;;26MB;LED flash;Yes;Yes;;;;;;;;;;;;;;
https://www.gsmarena.com/sonim_xp8-9147.php;https://fdn2.gsmarena.com/vv/bigpic/sonim-xp8.jpg;Sonim XP8;Released 2018, May;335g, 18mm thickness;Android 7.0;64GB storage, microSDXC;23;0.3%;241,595 hits;"5.0""";1080x1920 pixels;4 GB RAM;Snapdragon 630;4900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2018, April;Available. Released 2018, May;152 x 79.5 x 18 mm (5.98 x 3.13 x 0.71 in);335 g (11.82 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~57.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);;XC;12 MP, PDAF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, EDR, LE;Yes, with A-GPS, GLONASS;FM radio;"USB Type-C 2.0; magnetic connector";Accelerometer, gyro, proximity, compass, barometer;;Li-Ion 4900 mAh, removable;Up to 720 h;Up to 30 h;Black;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;IP69 dust proof and water resistant over 1 meter and 30 minutesMIL-STD-810G;Corning Gorilla Glass 3;Android 7.0 (Nougat);Qualcomm SDM630 Snapdragon 630 (14 nm);Octa-core 2.2 GHz Cortex-A53;Adreno 508;64GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP;1080p@30fps;Yes;About 700 EUR;;;;;;;XP8800;;;;Up to 70 h
https://www.gsmarena.com/sonim_xp7-6828.php;https://fdn2.gsmarena.com/vv/bigpic/sonim-xp7.jpg;Sonim XP7;Released 2015, April;290g, 20.8mm thickness;Android 4.4.2;16GB storage, no card slot;19;0.1%;421,529 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 400;4800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2014, November. Released 2015, April;Discontinued;137 x 72.1 x 20.8 mm (5.39 x 2.84 x 0.82 in);290 g (10.23 oz);Micro-SIM;IPS LCD;4.0 inches, 45.5 cm(~46.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;No;8 MP, AF;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP, LE;Yes, with A-GPS, GLONASS;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 4800 mAh, non-removable;Up to 1000 h;Up to 40 h;Black, Yellow;HSDPA 850 / 900 / 1900 / 2100;1, 2, 4, 5, 7, 8, 12, 17;HSPA, LTE;IP69 dust proof and water resistant over 1 meter and 30 minutes;Corning Gorilla Glass 2;Android 4.4.2 (KitKat);Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;16GB 1GB RAM;LED flash;1080p@30fps;1 MP;;Yes;About 700 EUR;;;;eMMC 4.5;;;;;;;
https://www.gsmarena.com/sony_ericsson_xperia_arc_s-4134.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-xperia-arc-s.jpg;Sony Ericsson Xperia Arc S;Released 2011, September;117g, 8.7mm thickness;Android 2.3.4, 4.0.4, not up to 4.1;1GB storage, microSDHC slot;342;0.6%;16,797,195 hits;"4.2""";480x854 pixels;512 MB RAM;Snapdragon S2;1500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2011, August. Released 2011, September;Discontinued;125 x 63 x 8.7 mm (4.92 x 2.48 x 0.34 in);117 g (4.13 oz);Mini-SIM;LED-backlit LCD,;4.2 inches, 48.6 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~233 ppi density);;microSDHC (dedicated slot), 8 GB included;8 MP, AF;Wi-Fi 802.11 b/g/n, DLNA, hotspot;2.1, A2DP, EDR;"Yes, with A-GPS; GLONASS";Stereo FM radio, RDS;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;ANT+HDMI portMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionNeoReader barcode scannerDocument viewerVoice memo/dial/commandsPredictive text input;Removable Li-Po 1500 mAh battery;Up to 460 h (2G) / Up to 460 h (3G);Up to 7 h 25 min (2G) / Up to 7 h 35 min (3G);Pure White, Midnight Blue, Misty Silver, Gloss Black, Sakura Pink;HSDPA 900 / 2100  - LT18i;;HSPA 14.4/5.76 Mbps;;Scratch-resistant glass;Android 2.3.4 (Gingerbread), 4.0.4 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean);Qualcomm MSM8255T Snapdragon S2;1.4 GHz Scorpion;Adreno 205;1GB (320MB user available), 512MB RAM;LED flash, panorama;720p@30fps;No;;;About 210 EUR;;0.66 W/kg (head);;;;;;;;;Up to 37 h
https://www.gsmarena.com/sony_ericsson_xperia_neo_v-4122.php;https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-neo-v.jpg;Sony Ericsson Xperia neo V;Released 2011, October;126g, 13mm thickness;Android 2.3.4, up to 4.0;1GB storage, microSDHC slot;153;0.2%;8,952,174 hits;"3.7""";480x854 pixels;512 MB RAM;Snapdragon S2;1500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2011, August. Released 2011, October;Discontinued;116 x 57 x 13 mm (4.57 x 2.24 x 0.51 in);126 g (4.44 oz);Mini-SIM;LED-backlit LCD,;3.7 inches, 37.7 cm(~57.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~265 ppi density);;microSDHC (dedicated slot), 2 GB included;5 MP, AF;Wi-Fi 802.11 b/g/n, DLNA, hotspot;2.1, A2DP, EDR;Yes, with A-GPS;Stereo FM radio, RDS;microUSB 2.0, USB On-The-Go;Accelerometer, proximity, compass;ANT+HDMI portMP4/H.264/WMV playerMP3/WMA/WAV/eAAC+ playerTrackID music recognitionOrganizerDocument viewerVoice memo/dial/commandsPredictive text input (T9 Trace);Removable Li-Po 1500 mAh battery;Up to 430 h (2G) / Up to 400 h (3G);Up to 6 h 55 min (2G) / Up to 7 h (3G);White, Blue Gradient, Silver;HSDPA 900 / 2100 - MT11i;;HSPA 7.2/5.76 Mbps;;Scratch-resistant glass;Android 2.3.4 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich);Qualcomm MSM8255 Snapdragon S2;1.0 GHz Scorpion;Adreno 205;1GB (320MB user available), 512MB RAM;LED flash, panorama;720p@30fps;VGA;;;About 150 EUR;;1.10 W/kg (head);;;;;;;;;Up to 31 h
https://www.gsmarena.com/sony_ericsson_c510-2640.php;https://fdn2.gsmarena.com/vv/bigpic/se-c510.jpg;Sony Ericsson C510;Released 2009, February;92g, 12.5mm thickness;Feature phone;100MB storage, Memory Stick Micro slot;51;0.1%;3,203,024 hits;"2.2""";240x320 pixels; ;;930 mAh Li-Po;GSM 900 / 1800 / 1900;;;2009, January. Released 2009, February;Discontinued;107 x 47 x 12.5 mm (4.21 x 1.85 x 0.49 in);92 g (3.25 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~29.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Memory Stick Micro (M2), up to 8 GB;3.15 MP, AF;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;Accelerometer;Face, smile detection, geo-tagging (cell-id)MP3/AAC/MP4 playerTrackID music recognitionYouTube service in Media CenterOrganizerVoice memo/dialMotion gaming;Removable Li-Po 930 mAh battery;Up to 400 h (2G) / Up to 350 h (3G);Up to 10 h (2G) / Up to 4 h (3G);Future Black, Radiation Silver, Energetic Red;HSDPA 2100;;HSPA;;;;;;;100MB;LED flash;320p@30fps;Videocall camera;;;About 110 EUR;1.36 W/kg (head)     0.93 W/kg (body);1.18 W/kg (head);;;;;;;;;
https://www.gsmarena.com/sony_ericsson_w508-2641.php;https://fdn2.gsmarena.com/vv/bigpic/se-w508.jpg;Sony Ericsson W508;Released 2009, May;98g, 14mm thickness;Feature phone;100MB storage, Memory Stick Micro slot;30;N/A;1,730,116 hits;"2.2""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2009, January. Released 2009, May;Discontinued;93.5 x 50 x 14 mm (3.68 x 1.97 x 0.55 in);98 g (3.46 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~32.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);"Secondary external monochrome display, 36 x 128 pixels, 1.1""";Memory Stick Micro (M2), up to 16 GB, 1 GB included;3.15 MP;No;2.0, A2DP;No;Stereo FM radio, RDS;Proprietary;Accelerometer;Walkman media playerShake and gesture controlTrackID music recognitionPhoto editorOrganizerExchangeable Style-Up covers;Removable Li-Po 930 mAh battery;Up to 400 h (2G) / Up to 400 h (3G);Up to 10 h (2G) / Up to 4 h (3G);Metal Grey, Poetic White;HSDPA 2100;;HSPA;;Scratch-resistant glass;;;;;100MB;;320p@15fps;Yes;;;About 100 EUR;0.73 W/kg (head)     0.85 W/kg (body);0.85 W/kg (head);;;;;;;;;
https://www.gsmarena.com/sony_ericsson_z750-1929.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z750.gif;Sony Ericsson Z750;Released 2007, March;110g, 20mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;17;N/A;1,356,016 hits;"2.2""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2007, March;Discontinued;97.4 x 49 x 20 mm (3.83 x 1.93 x 0.79 in);110 g (3.88 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~31.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);Second external OLED display (36 x 128 pixels)Wallpapers, screensavers;Memory Stick Micro (M2), up to 2 GB;2 MP;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/AAC+/eAAC+ playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 930 mAh battery (BST-33);Up to 400 h (2G) / Up to 350 h (3G);Up to 9 h (2G) / Up to 3 h 30 min (3G);Phantom Grey, Rose Pink, Mysterious Purple, Platinum Silver;HSDPA 850 / 1900 / 2100;;HSPA 1.8 Mbps;;;;;;;32MB;;320p@15fps;Videocall camera;;;About 110 EUR;1.48 W/kg (head)     1.09 W/kg (body);1.04 W/kg (head);;;;;;;;;
https://www.gsmarena.com/sony_ericsson_w580-1928.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w580.gif;Sony Ericsson W580;Released 2007, July;94g, 14mm thickness;Feature phone;12MB storage, Memory Stick Micro slot;57;0.1%;4,786,693 hits;"2.0""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;Class 10;Class 10;2007, March. Released 2007, July;Discontinued;99 x 47 x 14 mm (3.90 x 1.85 x 0.55 in);94 g (3.32 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~26.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);Wallpapers, screensavers;Memory Stick Micro (M2), up to 4 GB. 512 MB included;2 MP;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;TrackID music recognitionWalkman 2.0 playerPredictive text inputOrganizerPedometer, calories counterVoice memo;Removable Li-Po 930 mAh battery (BST-38);Up to 370 h;Up to 9 h;Style White, Urban Grey, Boulevard Black, Metro Pink, Jungle Green, Velvet Red;;;;;;;;;;12MB;;QCIF;No;;;About 100 EUR;1.26 W/kg (head)     0.57 W/kg (body);0.74 W/kg (head);;;;;;;;;
https://www.gsmarena.com/sony_ericsson_k608-1200.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k608.gif;Sony Ericsson K608;Released 2005, June;105g, 18.8mm thickness;Feature phone;32MB storage, no card slot;22;N/A;1,151,781 hits;"1.8""";176x220 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, June;Discontinued;105 x 45.5 x 18.8 mm (4.13 x 1.79 x 0.74 in);105 g (3.70 oz);Mini-SIM;TFT, 256K colors;1.8 inches, 28 x 35 mm, 10.2 cm(~21.3% screen-to-body ratio);176 x 220 pixels (~157 ppi density);Wallpapers, screensavers;No;1.3 MP;No;2.0;No;Stereo FM radio, RDS;Proprietary;;MP3/Video playerPredictive text inputOrganizerVoice commandPresence enhanced contactsInterchangeable covers;Removable Li-Ion 900 mAh battery (BST-37);Up to 370 h;Up to 8 h;Aluminium Silver;UMTS 2100;;Yes, 384 kbps;;;;;;;32MB;LED flash;QCIF;Yes;;;About 100 EUR;;;;;;;;;;;
